effective_start,effective_end,announced_at,ticker,source
2008-02-19,2008-09-21,,UTX,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-02-19,2008-09-21,,VZ,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-02-19,2008-09-21,,WMT,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-02-19,2008-09-21,,XOM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,AA,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,AXP,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,BA,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,BAC,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,C,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,CAT,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,CVX,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,DD,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,DIS,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,GE,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,GM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,HD,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,HPQ,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,IBM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,INTC,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,JNJ,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,JPM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,KFT,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,KO,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,MCD,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,MMM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,MRK,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,MSFT,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,PFE,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,PG,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,T,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,UTX,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,VZ,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,WMT,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2008-09-22,2009-06-07,,XOM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,AA,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,AXP,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,BA,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,BAC,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,CAT,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,CSCO,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,CVX,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,DD,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,DIS,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,GE,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,HD,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,HPQ,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,IBM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,INTC,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,JNJ,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,JPM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,KFT,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,KO,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,MCD,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,MMM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,MRK,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,MSFT,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,PFE,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,PG,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,T,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,TRV,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,UTX,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,VZ,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,WMT,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2009-06-08,2012-09-23,,XOM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,AA,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,AXP,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,BA,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,BAC,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,CAT,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,CSCO,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,CVX,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,DD,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,DIS,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,GE,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,HD,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,HPQ,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,IBM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,INTC,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,JNJ,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,JPM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,KO,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,MCD,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,MMM,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
2012-09-24,2013-09-22,,MRK,"S&P Dow Jones Indices press releases (press.spglobal.com/spdji) and contemporaneous financial press (CNBC, Reuters, Bloomberg, Yahoo Finance, PR Newswire) for each change's effective date; Wikipedia's 'Historical components of the Dow Jones Industrial Average' as a completeness cross-check. Fetchability verified directly against engine.data.get_bars(), not assumed."
